inventory_id,product_id,warehouse_id,stock_quantity,reorder_level,max_stock_level,last_restock_date,days_in_stock,stock_status
INV000650,PRD0130,WH-CENTRAL-01,335,267,3819,2023-07-01,258,In Stock
INV000651,PRD0131,WH-NORTH-01,930,164,1822,2024-10-04,18,In Stock
INV000652,PRD0131,WH-SOUTH-01,1385,213,4127,2024-01-24,49,In Stock
INV000653,PRD0131,WH-EAST-01,1950,129,2514,2024-01-29,240,In Stock
INV000654,PRD0131,WH-WEST-01,1771,107,1538,2023-01-15,80,In Stock
INV000655,PRD0131,WH-CENTRAL-01,84,98,4768,2024-03-28,198,Low Stock
INV000656,PRD0132,WH-NORTH-01,590,192,4757,2024-07-07,167,In Stock
INV000657,PRD0132,WH-SOUTH-01,160,80,4519,2023-03-12,78,In Stock
INV000658,PRD0132,WH-EAST-01,637,291,3685,2024-01-26,176,In Stock
INV000659,PRD0132,WH-WEST-01,1264,185,3733,2023-09-04,31,In Stock
INV000660,PRD0132,WH-CENTRAL-01,1780,222,3628,2024-01-07,359,In Stock
INV000661,PRD0133,WH-NORTH-01,130,208,1530,2023-10-06,228,Low Stock
INV000662,PRD0133,WH-SOUTH-01,543,65,4644,2024-01-07,59,In Stock
INV000663,PRD0133,WH-EAST-01,1854,261,2089,2024-01-12,244,In Stock
INV000664,PRD0133,WH-WEST-01,1369,151,2035,2024-09-09,112,In Stock
INV000665,PRD0133,WH-CENTRAL-01,1247,68,2721,2024-01-03,171,In Stock
INV000666,PRD0134,WH-NORTH-01,1796,294,1638,2023-10-20,12,In Stock
INV000667,PRD0134,WH-SOUTH-01,1268,144,4240,2024-02-19,311,In Stock
INV000668,PRD0134,WH-EAST-01,489,192,1543,2024-11-15,138,In Stock
INV000669,PRD0134,WH-WEST-01,775,216,2627,2024-03-17,359,In Stock
INV000670,PRD0134,WH-CENTRAL-01,1107,197,4874,2024-07-06,277,In Stock
INV000671,PRD0135,WH-NORTH-01,1837,51,1631,2024-07-30,217,In Stock
INV000672,PRD0135,WH-SOUTH-01,387,85,2929,2023-07-05,171,In Stock
INV000673,PRD0135,WH-EAST-01,1472,136,2420,2023-05-21,105,In Stock
INV000674,PRD0135,WH-WEST-01,272,85,1713,2023-05-16,89,In Stock
INV000675,PRD0135,WH-CENTRAL-01,462,157,4559,2023-02-22,323,In Stock
INV000676,PRD0136,WH-NORTH-01,628,163,4584,2023-08-05,325,In Stock
INV000677,PRD0136,WH-SOUTH-01,1380,180,3918,2023-12-12,125,In Stock
INV000678,PRD0136,WH-EAST-01,326,111,1745,2024-05-14,298,In Stock
INV000679,PRD0136,WH-WEST-01,806,169,4124,2024-02-28,151,In Stock
INV000680,PRD0136,WH-CENTRAL-01,568,271,4323,2024-09-01,23,In Stock
INV000681,PRD0137,WH-NORTH-01,1771,231,4971,2024-10-05,26,In Stock
INV000682,PRD0137,WH-SOUTH-01,264,161,3157,2023-12-28,111,In Stock
INV000683,PRD0137,WH-EAST-01,716,60,1543,2024-04-06,190,In Stock
INV000684,PRD0137,WH-WEST-01,1460,299,3129,2024-07-21,277,In Stock
INV000685,PRD0137,WH-CENTRAL-01,779,128,4730,2023-02-06,279,In Stock
INV000686,PRD0138,WH-NORTH-01,71,51,3383,2024-05-22,102,In Stock
INV000687,PRD0138,WH-SOUTH-01,846,122,4653,2023-04-27,222,In Stock
INV000688,PRD0138,WH-EAST-01,1210,173,1786,2023-09-15,220,In Stock
INV000689,PRD0138,WH-WEST-01,124,157,2166,2023-05-04,209,Low Stock
INV000690,PRD0138,WH-CENTRAL-01,123,297,4879,2024-07-11,224,Low Stock
INV000691,PRD0139,WH-NORTH-01,1911,186,1887,2024-01-25,363,In Stock
INV000692,PRD0139,WH-SOUTH-01,1569,187,2682,2024-04-16,162,In Stock
INV000693,PRD0139,WH-EAST-01,58,198,1845,2023-04-28,251,Low Stock
INV000694,PRD0139,WH-WEST-01,706,223,2641,2023-08-26,163,In Stock
INV000695,PRD0139,WH-CENTRAL-01,36,180,2786,2024-06-16,223,Low Stock
INV000696,PRD0140,WH-NORTH-01,386,253,2528,2023-10-23,273,In Stock
INV000697,PRD0140,WH-SOUTH-01,511,234,4374,2023-09-02,358,In Stock
INV000698,PRD0140,WH-EAST-01,947,71,2700,2024-09-17,189,In Stock
INV000699,PRD0140,WH-WEST-01,1460,192,3144,2023-04-29,340,In Stock
INV000700,PRD0140,WH-CENTRAL-01,187,250,2947,2023-08-10,286,Low Stock
INV000701,PRD0141,WH-NORTH-01,1318,231,4656,2024-10-06,143,In Stock
INV000702,PRD0141,WH-SOUTH-01,1297,50,3376,2024-11-18,90,In Stock
INV000703,PRD0141,WH-EAST-01,1121,206,2913,2023-10-01,88,In Stock
INV000704,PRD0141,WH-WEST-01,1541,212,3827,2023-01-03,37,In Stock
INV000705,PRD0141,WH-CENTRAL-01,1256,139,2300,2023-09-22,222,In Stock
INV000706,PRD0142,WH-NORTH-01,1334,158,4303,2024-05-15,279,In Stock
INV000707,PRD0142,WH-SOUTH-01,262,231,3329,2023-07-05,197,In Stock
INV000708,PRD0142,WH-EAST-01,361,187,3546,2024-03-24,196,In Stock
INV000709,PRD0142,WH-WEST-01,1353,56,1606,2023-05-03,163,In Stock
INV000710,PRD0142,WH-CENTRAL-01,1901,219,1512,2023-07-10,165,In Stock
INV000711,PRD0143,WH-NORTH-01,1630,75,2276,2024-04-09,249,In Stock
INV000712,PRD0143,WH-SOUTH-01,969,198,3529,2023-01-23,167,In Stock
INV000713,PRD0143,WH-EAST-01,543,111,3195,2024-08-11,221,In Stock
INV000714,PRD0143,WH-WEST-01,67,281,4552,2023-08-22,334,Low Stock
INV000715,PRD0143,WH-CENTRAL-01,1902,131,4313,2023-11-19,48,In Stock
INV000716,PRD0144,WH-NORTH-01,352,120,4152,2024-08-27,163,In Stock
INV000717,PRD0144,WH-SOUTH-01,637,172,3407,2024-07-11,74,In Stock
INV000718,PRD0144,WH-EAST-01,899,115,3417,2023-04-16,347,In Stock
INV000719,PRD0144,WH-WEST-01,1440,123,1500,2024-09-20,42,In Stock
INV000720,PRD0144,WH-CENTRAL-01,430,221,3452,2023-10-11,315,In Stock
INV000721,PRD0145,WH-NORTH-01,987,243,2560,2024-05-19,73,In Stock
INV000722,PRD0145,WH-SOUTH-01,1327,291,2857,2023-02-15,309,In Stock
INV000723,PRD0145,WH-EAST-01,1461,94,3279,2023-12-03,135,In Stock
INV000724,PRD0145,WH-WEST-01,1882,91,2321,2024-10-08,218,In Stock
INV000725,PRD0145,WH-CENTRAL-01,144,243,3605,2023-07-01,41,Low Stock
INV000726,PRD0146,WH-NORTH-01,367,64,2640,2023-05-27,237,In Stock
INV000727,PRD0146,WH-SOUTH-01,322,259,4616,2023-09-10,345,In Stock
INV000728,PRD0146,WH-EAST-01,864,125,4160,2024-01-15,54,In Stock
INV000729,PRD0146,WH-WEST-01,1365,159,2656,2023-02-19,101,In Stock
INV000730,PRD0146,WH-CENTRAL-01,692,254,4855,2023-05-15,83,In Stock
INV000731,PRD0147,WH-NORTH-01,531,67,4996,2024-03-06,85,In Stock
INV000732,PRD0147,WH-SOUTH-01,1684,246,2939,2024-01-26,192,In Stock
INV000733,PRD0147,WH-EAST-01,333,91,2509,2023-12-30,233,In Stock
INV000734,PRD0147,WH-WEST-01,1407,117,2532,2023-01-04,204,In Stock
INV000735,PRD0147,WH-CENTRAL-01,420,84,4295,2024-02-27,223,In Stock
INV000736,PRD0148,WH-NORTH-01,210,238,4111,2023-01-06,166,Low Stock
INV000737,PRD0148,WH-SOUTH-01,1961,297,2429,2024-06-12,245,In Stock
INV000738,PRD0148,WH-EAST-01,261,227,2542,2024-08-30,69,In Stock
INV000739,PRD0148,WH-WEST-01,186,192,3663,2023-12-05,232,Low Stock
INV000740,PRD0148,WH-CENTRAL-01,695,182,2987,2024-10-25,217,In Stock
INV000741,PRD0149,WH-NORTH-01,1292,267,3536,2023-04-01,215,In Stock
INV000742,PRD0149,WH-SOUTH-01,148,166,1563,2024-04-05,158,Low Stock
INV000743,PRD0149,WH-EAST-01,1032,285,3586,2023-02-22,346,In Stock
INV000744,PRD0149,WH-WEST-01,510,224,2939,2023-10-22,346,In Stock
INV000745,PRD0149,WH-CENTRAL-01,253,194,1563,2024-04-06,6,In Stock
INV000746,PRD0150,WH-NORTH-01,878,76,2239,2023-12-23,70,In Stock
INV000747,PRD0150,WH-SOUTH-01,1819,66,4690,2023-12-22,346,In Stock
INV000748,PRD0150,WH-EAST-01,661,228,2733,2024-06-19,145,In Stock
INV000749,PRD0150,WH-WEST-01,716,259,1969,2023-08-14,87,In Stock
INV000750,PRD0150,WH-CENTRAL-01,1151,98,3739,2024-11-16,315,In Stock
INV000751,PRD0151,WH-NORTH-01,921,234,4715,2024-03-22,3,In Stock
INV000752,PRD0151,WH-SOUTH-01,1515,296,2613,2024-06-23,80,In Stock
INV000753,PRD0151,WH-EAST-01,969,140,4944,2024-09-23,185,In Stock
INV000754,PRD0151,WH-WEST-01,2,138,3111,2023-10-13,189,Low Stock
INV000755,PRD0151,WH-CENTRAL-01,1745,166,3549,2023-07-08,185,In Stock
INV000756,PRD0152,WH-NORTH-01,1271,237,4521,2024-02-02,184,In Stock
INV000757,PRD0152,WH-SOUTH-01,1242,116,2747,2024-01-21,154,In Stock
INV000758,PRD0152,WH-EAST-01,1323,286,4634,2024-06-22,136,In Stock
INV000759,PRD0152,WH-WEST-01,236,197,2813,2024-05-11,318,In Stock
INV000760,PRD0152,WH-CENTRAL-01,411,159,2328,2023-04-23,295,In Stock
INV000761,PRD0153,WH-NORTH-01,1595,296,1997,2023-01-25,90,In Stock
INV000762,PRD0153,WH-SOUTH-01,151,104,2307,2024-04-05,45,In Stock
INV000763,PRD0153,WH-EAST-01,1614,159,3617,2023-02-06,230,In Stock
INV000764,PRD0153,WH-WEST-01,1233,215,4404,2023-06-15,256,In Stock
INV000765,PRD0153,WH-CENTRAL-01,1628,240,1760,2023-11-22,37,In Stock
INV000766,PRD0154,WH-NORTH-01,1970,250,2993,2023-02-11,299,In Stock
INV000767,PRD0154,WH-SOUTH-01,608,103,3684,2024-06-07,165,In Stock
INV000768,PRD0154,WH-EAST-01,644,210,2449,2024-06-01,336,In Stock
INV000769,PRD0154,WH-WEST-01,560,231,1703,2024-06-26,151,In Stock
INV000770,PRD0154,WH-CENTRAL-01,974,125,1668,2023-10-06,293,In Stock
INV000771,PRD0155,WH-NORTH-01,462,214,4477,2023-09-01,204,In Stock
INV000772,PRD0155,WH-SOUTH-01,1333,275,1650,2023-11-01,351,In Stock
INV000773,PRD0155,WH-EAST-01,540,89,3022,2023-02-26,128,In Stock
INV000774,PRD0155,WH-WEST-01,1205,137,4024,2024-07-08,232,In Stock
INV000775,PRD0155,WH-CENTRAL-01,1936,73,2856,2024-10-11,257,In Stock
INV000776,PRD0156,WH-NORTH-01,881,167,3609,2024-03-07,219,In Stock
INV000777,PRD0156,WH-SOUTH-01,1841,221,4421,2024-05-11,97,In Stock
INV000778,PRD0156,WH-EAST-01,513,211,1775,2023-10-25,235,In Stock
INV000779,PRD0156,WH-WEST-01,251,85,1701,2024-05-07,225,In Stock
INV000780,PRD0156,WH-CENTRAL-01,1993,136,1621,2023-01-31,305,In Stock
INV000781,PRD0157,WH-NORTH-01,1212,168,4376,2023-08-20,288,In Stock
INV000782,PRD0157,WH-SOUTH-01,1175,156,2879,2023-11-27,50,In Stock
INV000783,PRD0157,WH-EAST-01,349,102,2758,2024-07-09,113,In Stock
INV000784,PRD0157,WH-WEST-01,724,272,2110,2024-05-21,302,In Stock
INV000785,PRD0157,WH-CENTRAL-01,899,257,2053,2024-04-26,86,In Stock
INV000786,PRD0158,WH-NORTH-01,1801,246,1943,2023-01-29,62,In Stock
INV000787,PRD0158,WH-SOUTH-01,133,126,4193,2023-04-09,159,In Stock
INV000788,PRD0158,WH-EAST-01,1784,83,2632,2023-07-27,9,In Stock
INV000789,PRD0158,WH-WEST-01,1884,221,3146,2023-09-12,359,In Stock
INV000790,PRD0158,WH-CENTRAL-01,1771,275,3276,2023-07-27,354,In Stock
INV000791,PRD0159,WH-NORTH-01,44,177,2118,2024-04-24,219,Low Stock
INV000792,PRD0159,WH-SOUTH-01,1283,206,2530,2023-10-13,30,In Stock
INV000793,PRD0159,WH-EAST-01,1670,103,3462,2023-02-27,363,In Stock
INV000794,PRD0159,WH-WEST-01,290,237,3035,2024-01-05,261,In Stock
INV000795,PRD0159,WH-CENTRAL-01,446,226,1596,2024-07-31,100,In Stock
INV000796,PRD0160,WH-NORTH-01,1423,271,4842,2024-09-21,83,In Stock
INV000797,PRD0160,WH-SOUTH-01,1730,278,3761,2024-10-17,162,In Stock
INV000798,PRD0160,WH-EAST-01,575,149,2390,2024-10-02,342,In Stock
INV000799,PRD0160,WH-WEST-01,248,85,3128,2023-12-17,121,In Stock
INV000800,PRD0160,WH-CENTRAL-01,1845,295,1782,2023-06-07,16,In Stock
INV000801,PRD0161,WH-NORTH-01,1813,225,4130,2023-04-26,304,In Stock
INV000802,PRD0161,WH-SOUTH-01,1052,67,4189,2024-05-14,104,In Stock
INV000803,PRD0161,WH-EAST-01,1723,210,2813,2023-10-10,137,In Stock
INV000804,PRD0161,WH-WEST-01,354,69,3996,2024-06-25,325,In Stock
INV000805,PRD0161,WH-CENTRAL-01,583,89,2981,2024-01-10,162,In Stock
INV000806,PRD0162,WH-NORTH-01,673,197,4088,2024-03-22,168,In Stock
INV000807,PRD0162,WH-SOUTH-01,1199,79,4906,2024-02-15,146,In Stock
INV000808,PRD0162,WH-EAST-01,1827,154,4552,2023-03-27,54,In Stock
INV000809,PRD0162,WH-WEST-01,1700,193,4088,2024-03-06,133,In Stock
INV000810,PRD0162,WH-CENTRAL-01,1562,285,3124,2023-03-20,189,In Stock
INV000811,PRD0163,WH-NORTH-01,648,117,3523,2023-08-12,362,In Stock
INV000812,PRD0163,WH-SOUTH-01,775,194,2789,2024-05-03,315,In Stock
INV000813,PRD0163,WH-EAST-01,436,151,2368,2024-11-07,87,In Stock
INV000814,PRD0163,WH-WEST-01,1267,161,4064,2023-02-04,81,In Stock
INV000815,PRD0163,WH-CENTRAL-01,1074,88,4385,2024-01-15,52,In Stock
INV000816,PRD0164,WH-NORTH-01,1859,168,4174,2024-07-30,7,In Stock
INV000817,PRD0164,WH-SOUTH-01,133,181,4852,2023-01-08,228,Low Stock
INV000818,PRD0164,WH-EAST-01,391,203,4836,2023-03-06,77,In Stock
INV000819,PRD0164,WH-WEST-01,280,91,3519,2023-11-26,209,In Stock
INV000820,PRD0164,WH-CENTRAL-01,53,102,1520,2023-03-17,16,Low Stock
INV000821,PRD0165,WH-NORTH-01,412,106,3267,2023-10-28,297,In Stock
INV000822,PRD0165,WH-SOUTH-01,1516,245,3754,2023-02-13,63,In Stock
INV000823,PRD0165,WH-EAST-01,1081,82,3073,2023-11-04,247,In Stock
INV000824,PRD0165,WH-WEST-01,895,228,4375,2024-06-05,45,In Stock
INV000825,PRD0165,WH-CENTRAL-01,1617,237,4803,2024-07-23,88,In Stock
INV000826,PRD0166,WH-NORTH-01,1222,58,3706,2024-03-04,274,In Stock
INV000827,PRD0166,WH-SOUTH-01,1821,107,2731,2023-01-18,87,In Stock
INV000828,PRD0166,WH-EAST-01,624,105,1996,2023-03-01,77,In Stock
INV000829,PRD0166,WH-WEST-01,1437,297,2886,2023-07-20,112,In Stock
INV000830,PRD0166,WH-CENTRAL-01,1528,85,2437,2023-07-22,325,In Stock
INV000831,PRD0167,WH-NORTH-01,1123,106,2107,2024-09-07,53,In Stock
INV000832,PRD0167,WH-SOUTH-01,951,238,3830,2023-01-28,208,In Stock
INV000833,PRD0167,WH-EAST-01,428,165,2631,2024-11-06,59,In Stock
INV000834,PRD0167,WH-WEST-01,1918,170,3642,2024-08-28,319,In Stock
INV000835,PRD0167,WH-CENTRAL-01,324,254,4282,2024-04-21,54,In Stock
INV000836,PRD0168,WH-NORTH-01,1042,285,4597,2023-02-07,102,In Stock
INV000837,PRD0168,WH-SOUTH-01,844,240,2409,2024-08-20,157,In Stock
INV000838,PRD0168,WH-EAST-01,1857,147,3429,2023-11-12,134,In Stock
INV000839,PRD0168,WH-WEST-01,257,279,2456,2024-08-06,165,Low Stock
INV000840,PRD0168,WH-CENTRAL-01,519,109,3952,2023-08-04,204,In Stock
INV000841,PRD0169,WH-NORTH-01,1393,234,3297,2024-10-16,5,In Stock
INV000842,PRD0169,WH-SOUTH-01,486,108,2878,2024-09-17,214,In Stock
INV000843,PRD0169,WH-EAST-01,1225,215,2045,2024-07-08,207,In Stock
INV000844,PRD0169,WH-WEST-01,1638,204,3707,2024-11-22,203,In Stock
INV000845,PRD0169,WH-CENTRAL-01,1235,187,4042,2024-04-24,304,In Stock
INV000846,PRD0170,WH-NORTH-01,1582,214,2513,2024-01-02,182,In Stock
INV000847,PRD0170,WH-SOUTH-01,852,98,2258,2024-04-25,218,In Stock
INV000848,PRD0170,WH-EAST-01,1946,61,2822,2024-01-16,261,In Stock
INV000849,PRD0170,WH-WEST-01,190,122,3014,2024-01-03,108,In Stock
INV000850,PRD0170,WH-CENTRAL-01,962,246,2740,2024-05-23,93,In Stock
INV000851,PRD0171,WH-NORTH-01,1399,119,2971,2024-08-23,145,In Stock
INV000852,PRD0171,WH-SOUTH-01,210,102,3652,2023-01-18,105,In Stock
INV000853,PRD0171,WH-EAST-01,1467,147,4332,2023-08-26,289,In Stock
INV000854,PRD0171,WH-WEST-01,1337,158,2957,2023-03-30,318,In Stock
INV000855,PRD0171,WH-CENTRAL-01,1111,211,1971,2023-10-30,310,In Stock
INV000856,PRD0172,WH-NORTH-01,1559,235,3567,2023-08-01,185,In Stock
INV000857,PRD0172,WH-SOUTH-01,1050,216,1811,2023-02-24,44,In Stock
INV000858,PRD0172,WH-EAST-01,1626,66,4615,2023-01-21,137,In Stock
INV000859,PRD0172,WH-WEST-01,188,76,3744,2024-11-22,205,In Stock
INV000860,PRD0172,WH-CENTRAL-01,430,233,4463,2024-10-03,123,In Stock
INV000861,PRD0173,WH-NORTH-01,270,251,2751,2024-05-31,123,In Stock
INV000862,PRD0173,WH-SOUTH-01,955,268,2714,2023-03-21,55,In Stock
INV000863,PRD0173,WH-EAST-01,1860,87,2792,2023-02-08,89,In Stock
INV000864,PRD0173,WH-WEST-01,1509,226,4522,2024-06-29,224,In Stock
INV000865,PRD0173,WH-CENTRAL-01,1658,141,4681,2024-06-26,334,In Stock
INV000866,PRD0174,WH-NORTH-01,989,114,1850,2023-12-20,155,In Stock
INV000867,PRD0174,WH-SOUTH-01,1886,272,4830,2023-11-01,68,In Stock
INV000868,PRD0174,WH-EAST-01,1042,234,1806,2024-01-15,258,In Stock
INV000869,PRD0174,WH-WEST-01,664,153,4118,2023-04-27,138,In Stock
INV000870,PRD0174,WH-CENTRAL-01,202,291,2304,2023-09-06,123,Low Stock
INV000871,PRD0175,WH-NORTH-01,723,229,2023,2024-10-12,26,In Stock
INV000872,PRD0175,WH-SOUTH-01,117,234,3988,2024-09-24,108,Low Stock
INV000873,PRD0175,WH-EAST-01,1553,69,1950,2023-10-05,5,In Stock
INV000874,PRD0175,WH-WEST-01,1970,261,4382,2023-04-09,322,In Stock
INV000875,PRD0175,WH-CENTRAL-01,820,213,1510,2024-11-25,147,In Stock
INV000876,PRD0176,WH-NORTH-01,1324,110,3868,2023-08-05,275,In Stock
INV000877,PRD0176,WH-SOUTH-01,1248,227,3267,2024-08-06,89,In Stock
INV000878,PRD0176,WH-EAST-01,989,219,3510,2024-07-13,69,In Stock
INV000879,PRD0176,WH-WEST-01,1336,183,4509,2023-04-08,337,In Stock
INV000880,PRD0176,WH-CENTRAL-01,417,184,3228,2023-08-24,216,In Stock
INV000881,PRD0177,WH-NORTH-01,718,176,1540,2023-06-14,184,In Stock
INV000882,PRD0177,WH-SOUTH-01,337,73,4654,2023-08-22,151,In Stock
INV000883,PRD0177,WH-EAST-01,250,268,3069,2024-01-01,106,Low Stock
INV000884,PRD0177,WH-WEST-01,1155,136,2252,2023-03-02,293,In Stock
INV000885,PRD0177,WH-CENTRAL-01,549,131,4579,2024-10-18,240,In Stock
INV000886,PRD0178,WH-NORTH-01,614,81,1515,2024-06-09,117,In Stock
INV000887,PRD0178,WH-SOUTH-01,1217,236,3532,2023-02-04,195,In Stock
INV000888,PRD0178,WH-EAST-01,1921,157,3598,2024-03-14,336,In Stock
INV000889,PRD0178,WH-WEST-01,885,240,4734,2024-01-10,276,In Stock
INV000890,PRD0178,WH-CENTRAL-01,1208,199,2589,2023-10-04,203,In Stock
INV000891,PRD0179,WH-NORTH-01,833,248,1887,2023-07-17,268,In Stock
INV000892,PRD0179,WH-SOUTH-01,24,80,2888,2023-11-10,257,Low Stock
INV000893,PRD0179,WH-EAST-01,1124,66,2584,2023-01-22,336,In Stock
INV000894,PRD0179,WH-WEST-01,162,204,4941,2023-03-08,274,Low Stock
INV000895,PRD0179,WH-CENTRAL-01,617,160,4969,2023-11-01,303,In Stock
INV000896,PRD0180,WH-NORTH-01,628,275,3610,2024-09-28,153,In Stock
INV000897,PRD0180,WH-SOUTH-01,1495,148,4852,2024-01-30,354,In Stock
INV000898,PRD0180,WH-EAST-01,678,110,2399,2024-03-08,295,In Stock
INV000899,PRD0180,WH-WEST-01,451,58,2273,2024-12-01,86,In Stock
INV000900,PRD0180,WH-CENTRAL-01,1504,249,3415,2023-03-22,282,In Stock
INV000901,PRD0181,WH-NORTH-01,166,170,2525,2023-02-03,212,Low Stock
INV000902,PRD0181,WH-SOUTH-01,829,234,2096,2024-08-08,66,In Stock
INV000903,PRD0181,WH-EAST-01,728,297,4667,2023-11-16,229,In Stock
INV000904,PRD0181,WH-WEST-01,1895,103,2769,2023-03-23,272,In Stock
INV000905,PRD0181,WH-CENTRAL-01,1840,246,2193,2023-08-22,335,In Stock
INV000906,PRD0182,WH-NORTH-01,1241,82,1702,2023-03-13,116,In Stock
INV000907,PRD0182,WH-SOUTH-01,100,93,3329,2023-12-27,25,In Stock
INV000908,PRD0182,WH-EAST-01,1543,243,2311,2023-08-09,82,In Stock
INV000909,PRD0182,WH-WEST-01,1040,141,1777,2024-11-12,23,In Stock
INV000910,PRD0182,WH-CENTRAL-01,607,53,3892,2023-08-14,143,In Stock
INV000911,PRD0183,WH-NORTH-01,1104,137,1981,2023-09-18,67,In Stock
INV000912,PRD0183,WH-SOUTH-01,1591,227,3416,2024-01-24,255,In Stock
INV000913,PRD0183,WH-EAST-01,1482,201,3949,2024-01-16,267,In Stock
INV000914,PRD0183,WH-WEST-01,1196,290,4134,2023-05-06,152,In Stock
INV000915,PRD0183,WH-CENTRAL-01,1587,191,2276,2023-04-12,192,In Stock
INV000916,PRD0184,WH-NORTH-01,1638,148,3061,2024-02-02,239,In Stock
INV000917,PRD0184,WH-SOUTH-01,772,283,2687,2023-07-12,327,In Stock
INV000918,PRD0184,WH-EAST-01,1902,262,2717,2024-09-06,63,In Stock
INV000919,PRD0184,WH-WEST-01,594,92,2332,2023-06-22,3,In Stock
INV000920,PRD0184,WH-CENTRAL-01,1590,129,4388,2024-10-15,34,In Stock
INV000921,PRD0185,WH-NORTH-01,677,282,4525,2023-12-15,35,In Stock
INV000922,PRD0185,WH-SOUTH-01,680,103,3135,2023-03-10,16,In Stock
INV000923,PRD0185,WH-EAST-01,262,299,3272,2023-12-12,75,Low Stock
INV000924,PRD0185,WH-WEST-01,816,134,4409,2023-06-29,277,In Stock
INV000925,PRD0185,WH-CENTRAL-01,479,143,1863,2024-07-31,137,In Stock
INV000926,PRD0186,WH-NORTH-01,1233,171,3741,2023-10-03,304,In Stock
INV000927,PRD0186,WH-SOUTH-01,318,295,4798,2024-11-13,105,In Stock
INV000928,PRD0186,WH-EAST-01,1965,85,4188,2023-09-29,70,In Stock
INV000929,PRD0186,WH-WEST-01,3,113,3032,2023-04-14,20,Low Stock
INV000930,PRD0186,WH-CENTRAL-01,1924,82,3051,2024-06-28,271,In Stock
INV000931,PRD0187,WH-NORTH-01,1676,276,3919,2023-03-12,39,In Stock
INV000932,PRD0187,WH-SOUTH-01,1594,293,4002,2023-12-06,274,In Stock
INV000933,PRD0187,WH-EAST-01,1883,220,3042,2023-01-31,224,In Stock
INV000934,PRD0187,WH-WEST-01,1545,128,4050,2024-10-05,342,In Stock
INV000935,PRD0187,WH-CENTRAL-01,1428,255,1900,2023-01-19,190,In Stock
INV000936,PRD0188,WH-NORTH-01,1580,157,2430,2024-07-20,2,In Stock
INV000937,PRD0188,WH-SOUTH-01,22,296,2610,2024-06-19,39,Low Stock
INV000938,PRD0188,WH-EAST-01,1575,249,3804,2023-09-25,39,In Stock
INV000939,PRD0188,WH-WEST-01,1292,161,3873,2024-06-18,103,In Stock
INV000940,PRD0188,WH-CENTRAL-01,1577,87,3116,2024-01-20,331,In Stock
INV000941,PRD0189,WH-NORTH-01,99,54,3361,2024-10-20,223,In Stock
INV000942,PRD0189,WH-SOUTH-01,1334,157,1728,2023-06-27,110,In Stock
INV000943,PRD0189,WH-EAST-01,343,76,3261,2024-11-03,358,In Stock
INV000944,PRD0189,WH-WEST-01,715,272,2339,2023-02-15,112,In Stock
INV000945,PRD0189,WH-CENTRAL-01,368,289,1663,2024-03-26,123,In Stock
INV000946,PRD0190,WH-NORTH-01,1965,230,3159,2023-12-18,51,In Stock
INV000947,PRD0190,WH-SOUTH-01,203,136,3278,2024-08-07,42,In Stock
INV000948,PRD0190,WH-EAST-01,814,224,2545,2024-08-15,56,In Stock
INV000949,PRD0190,WH-WEST-01,165,82,3359,2024-04-27,152,In Stock
INV000950,PRD0190,WH-CENTRAL-01,1608,223,2002,2024-01-12,15,In Stock
INV000951,PRD0191,WH-NORTH-01,424,298,4824,2023-07-05,327,In Stock
INV000952,PRD0191,WH-SOUTH-01,1734,132,3972,2024-07-27,343,In Stock
INV000953,PRD0191,WH-EAST-01,1657,200,4354,2024-08-12,157,In Stock
INV000954,PRD0191,WH-WEST-01,183,54,4131,2024-11-27,219,In Stock
INV000955,PRD0191,WH-CENTRAL-01,581,172,2632,2023-12-19,260,In Stock
INV000956,PRD0192,WH-NORTH-01,1889,90,2625,2024-03-30,4,In Stock
INV000957,PRD0192,WH-SOUTH-01,577,98,4347,2024-09-01,207,In Stock
INV000958,PRD0192,WH-EAST-01,1975,107,4457,2023-07-24,284,In Stock
INV000959,PRD0192,WH-WEST-01,1406,92,1694,2024-01-26,184,In Stock
INV000960,PRD0192,WH-CENTRAL-01,447,289,4673,2024-01-14,334,In Stock
INV000961,PRD0193,WH-NORTH-01,1915,159,1746,2023-12-08,8,In Stock
INV000962,PRD0193,WH-SOUTH-01,1204,77,1774,2024-01-11,286,In Stock
INV000963,PRD0193,WH-EAST-01,1142,287,1979,2024-03-10,41,In Stock
INV000964,PRD0193,WH-WEST-01,1030,81,1771,2023-01-22,55,In Stock
INV000965,PRD0193,WH-CENTRAL-01,123,66,2389,2024-07-22,330,In Stock
INV000966,PRD0194,WH-NORTH-01,370,145,4052,2023-07-14,313,In Stock
INV000967,PRD0194,WH-SOUTH-01,342,192,3544,2023-06-01,143,In Stock
INV000968,PRD0194,WH-EAST-01,1048,181,1633,2023-12-07,5,In Stock
INV000969,PRD0194,WH-WEST-01,682,209,2036,2023-08-06,213,In Stock
INV000970,PRD0194,WH-CENTRAL-01,711,176,3077,2024-04-02,174,In Stock
INV000971,PRD0195,WH-NORTH-01,1092,268,2559,2023-10-18,56,In Stock
INV000972,PRD0195,WH-SOUTH-01,84,95,2628,2024-05-06,8,Low Stock
INV000973,PRD0195,WH-EAST-01,1063,240,4809,2023-07-20,123,In Stock
INV000974,PRD0195,WH-WEST-01,1577,187,3395,2023-06-05,121,In Stock
