return_id,order_id,product_id,customer_id,return_date,return_reason,refund_type,refund_amount,restocking_fee,condition_on_return,processed_by
RET0004971,ORD0028836,PRD0257,CUST010307,2024-10-27,Wrong Item Shipped,Partial Refund,1205.65,1.67,Good,EMP0130
RET0004972,ORD0052408,PRD0180,CUST006735,2024-05-02,Late Delivery,Exchange,128.96,7.32,Good,EMP0195
RET0004973,ORD0075194,PRD0014,CUST003651,2024-11-08,Late Delivery,Exchange,1302.11,10.58,Good,EMP0049
RET0004974,ORD0072896,PRD0160,CUST006728,2023-06-26,Not As Described,Partial Refund,802.45,11.14,Like New,EMP0033
RET0004975,ORD0074951,PRD0141,CUST002799,2023-09-23,Damaged in Transit,Full Refund,573.94,9.83,Like New,EMP0128
RET0004976,ORD0020223,PRD0144,CUST007943,2025-01-29,Duplicate Order,Full Refund,383.86,4.39,Fair,EMP0098
RET0004977,ORD0079269,PRD0126,CUST009149,2023-06-19,Late Delivery,Partial Refund,2752.13,13.46,Good,EMP0195
RET0004978,ORD0085442,PRD0093,CUST000900,2025-01-05,Not As Described,Partial Refund,2763.73,14.36,Good,EMP0116
RET0004979,ORD0052992,PRD0317,CUST017710,2023-01-26,Wrong Item Shipped,Exchange,3879.85,9.96,Fair,EMP0171
RET0004980,ORD0085690,PRD0255,CUST008453,2023-06-27,Damaged in Transit,Full Refund,637.94,9.56,Like New,EMP0087
RET0004981,ORD0060663,PRD0453,CUST016068,2023-12-15,Damaged in Transit,Exchange,3297.81,1.53,Good,EMP0198
RET0004982,ORD0084402,PRD0382,CUST008489,2023-05-31,Wrong Item Shipped,Partial Refund,855.46,11.45,Fair,EMP0048
RET0004983,ORD0092434,PRD0339,CUST003565,2023-09-28,Defective Product,Partial Refund,6860.34,11.84,Like New,EMP0015
RET0004984,ORD0009203,PRD0356,CUST000359,2024-11-13,Better Price Found,Partial Refund,1129.57,13.41,Good,EMP0193
RET0004985,ORD0037677,PRD0012,CUST007691,2023-02-14,Wrong Item Shipped,Partial Refund,462.66,14.68,Good,EMP0012
RET0004986,ORD0031928,PRD0443,CUST014435,2025-01-02,Better Price Found,Partial Refund,108.7,13.21,Good,EMP0036
RET0004987,ORD0098513,PRD0489,CUST006100,2023-05-12,Defective Product,Exchange,1772.06,6.7,Good,EMP0127
RET0004988,ORD0086934,PRD0474,CUST006424,2023-01-27,Defective Product,Partial Refund,1027.22,11.52,Good,EMP0063
RET0004989,ORD0045470,PRD0467,CUST017698,2024-02-19,Damaged in Transit,Exchange,416.51,8.43,Like New,EMP0086
RET0004990,ORD0039735,PRD0270,CUST009525,2024-12-19,Better Price Found,Full Refund,2116.42,0.77,Good,EMP0057
RET0004991,ORD0053688,PRD0087,CUST002631,2024-01-16,Changed Mind,Full Refund,348.81,6.47,Like New,EMP0103
RET0004992,ORD0004870,PRD0128,CUST016925,2023-05-05,Changed Mind,Full Refund,136.29,12.36,Good,EMP0155
RET0004993,ORD0055790,PRD0404,CUST004186,2023-04-02,Not As Described,Exchange,157.83,2.18,Damaged,EMP0174
RET0004994,ORD0086609,PRD0389,CUST019589,2023-10-18,Duplicate Order,Full Refund,38.53,3.84,Like New,EMP0165
RET0004995,ORD0080015,PRD0157,CUST007362,2024-07-12,Not As Described,Exchange,641.28,6.33,Good,EMP0003
RET0004996,ORD0038658,PRD0497,CUST019467,2024-02-19,Not As Described,Exchange,176.28,5.41,Like New,EMP0090
RET0004997,ORD0098832,PRD0138,CUST013878,2023-07-22,Late Delivery,Partial Refund,4165.47,4.84,Good,EMP0136
RET0004998,ORD0009761,PRD0312,CUST008132,2023-07-18,Wrong Item Shipped,Exchange,1571.85,5.95,Good,EMP0091
RET0004999,ORD0068534,PRD0373,CUST012637,2024-05-20,Defective Product,Partial Refund,406.99,9.19,Poor,EMP0133
RET0005000,ORD0028727,PRD0033,CUST019008,2024-06-24,Wrong Item Shipped,Partial Refund,5241.84,7.82,Like New,EMP0120
RET0005001,ORD0023177,PRD0158,CUST011561,2024-12-10,Wrong Item Shipped,Exchange,1640.14,3.74,Like New,EMP0146
RET0005002,ORD0034546,PRD0370,CUST004589,2025-01-02,Damaged in Transit,Exchange,731.28,0.58,Good,EMP0198
RET0005003,ORD0029285,PRD0420,CUST004633,2023-10-21,Late Delivery,Exchange,580.38,5.17,Good,EMP0142
RET0005004,ORD0000416,PRD0217,CUST017919,2024-02-03,Defective Product,Exchange,2472.05,0.45,Fair,EMP0193
RET0005005,ORD0013401,PRD0394,CUST013598,2023-05-24,Defective Product,Partial Refund,507.42,3.39,Good,EMP0180
RET0005006,ORD0056817,PRD0380,CUST013560,2024-02-08,Damaged in Transit,Exchange,1367.4,12.8,Fair,EMP0196
RET0005007,ORD0019605,PRD0199,CUST002265,2024-06-28,Not As Described,Partial Refund,2836.36,0.56,Good,EMP0076
RET0005008,ORD0030137,PRD0039,CUST000791,2023-09-11,Duplicate Order,Full Refund,90.73,2.1,Damaged,EMP0043
RET0005009,ORD0061976,PRD0101,CUST001626,2025-01-02,Changed Mind,Full Refund,3193.88,4.05,Good,EMP0092
RET0005010,ORD0078500,PRD0305,CUST008309,2023-09-14,Late Delivery,Full Refund,101.37,11.84,Fair,EMP0003
RET0005011,ORD0031637,PRD0297,CUST002258,2024-10-21,Damaged in Transit,Full Refund,1064.49,3.41,Like New,EMP0138
RET0005012,ORD0048137,PRD0093,CUST007733,2023-10-05,Late Delivery,Exchange,4322.59,5.17,Like New,EMP0117
RET0005013,ORD0058809,PRD0133,CUST001501,2023-10-20,Changed Mind,Partial Refund,4138.01,5.09,Fair,EMP0022
RET0005014,ORD0087252,PRD0427,CUST012465,2023-03-28,Late Delivery,Exchange,1812.68,11.59,Good,EMP0039
RET0005015,ORD0013168,PRD0007,CUST008315,2024-08-22,Duplicate Order,Exchange,554.79,8.06,Good,EMP0071
RET0005016,ORD0005923,PRD0028,CUST017933,2024-06-05,Not As Described,Full Refund,2048.75,3.1,Fair,EMP0092
RET0005017,ORD0079853,PRD0429,CUST004118,2023-03-05,Changed Mind,Full Refund,2109.96,10.42,Good,EMP0158
RET0005018,ORD0025810,PRD0203,CUST001945,2023-06-25,Changed Mind,Full Refund,4970.29,11.86,Poor,EMP0101
RET0005019,ORD0051198,PRD0199,CUST017191,2024-06-23,Late Delivery,Partial Refund,916.68,8.58,Poor,EMP0080
RET0005020,ORD0026173,PRD0441,CUST009972,2024-09-13,Changed Mind,Partial Refund,2592.2,11.37,Like New,EMP0198
RET0005021,ORD0043563,PRD0448,CUST004208,2024-07-28,Better Price Found,Exchange,716.7,6.89,Like New,EMP0129
RET0005022,ORD0038034,PRD0222,CUST016811,2025-01-24,Not As Described,Full Refund,4050.46,4.39,Good,EMP0012
RET0005023,ORD0034088,PRD0482,CUST016765,2023-07-05,Better Price Found,Exchange,2782.46,3.72,Poor,EMP0184
RET0005024,ORD0019397,PRD0101,CUST019838,2024-05-04,Late Delivery,Partial Refund,1355.07,6.4,Like New,EMP0058
RET0005025,ORD0072054,PRD0471,CUST005221,2024-04-14,Changed Mind,Partial Refund,2145.67,2.89,Good,EMP0004
RET0005026,ORD0052627,PRD0267,CUST006617,2024-07-10,Defective Product,Exchange,1284.52,1.38,Like New,EMP0133
RET0005027,ORD0022667,PRD0025,CUST000539,2025-01-16,Late Delivery,Full Refund,983.94,13.45,Good,EMP0006
RET0005028,ORD0070747,PRD0279,CUST010353,2023-01-14,Late Delivery,Partial Refund,779.89,9.88,Good,EMP0102
RET0005029,ORD0042263,PRD0303,CUST017532,2024-05-31,Better Price Found,Full Refund,2323.11,14.26,Fair,EMP0132
RET0005030,ORD0023398,PRD0443,CUST014111,2024-10-21,Late Delivery,Partial Refund,1429.4,0.67,Good,EMP0047
RET0005031,ORD0064946,PRD0361,CUST010832,2024-05-07,Late Delivery,Exchange,3153.58,13.27,Good,EMP0073
RET0005032,ORD0077385,PRD0384,CUST016590,2024-05-19,Defective Product,Exchange,3010.74,4.13,Good,EMP0176
RET0005033,ORD0068607,PRD0115,CUST013153,2024-10-24,Wrong Item Shipped,Full Refund,4964.65,8.09,Fair,EMP0165
RET0005034,ORD0069572,PRD0408,CUST004692,2023-12-18,Not As Described,Partial Refund,323.25,10.99,Like New,EMP0175
RET0005035,ORD0045665,PRD0459,CUST009402,2023-05-01,Better Price Found,Full Refund,5883.42,8.82,Damaged,EMP0095
RET0005036,ORD0038830,PRD0467,CUST006302,2024-03-26,Damaged in Transit,Full Refund,925.61,10.83,Poor,EMP0021
RET0005037,ORD0036435,PRD0287,CUST005981,2024-03-26,Wrong Item Shipped,Partial Refund,2530.65,12.38,Good,EMP0018
RET0005038,ORD0013444,PRD0446,CUST012387,2024-07-01,Damaged in Transit,Full Refund,1687.29,6.49,Good,EMP0145
RET0005039,ORD0071621,PRD0245,CUST006295,2024-12-31,Defective Product,Partial Refund,1738.48,14.09,Poor,EMP0131
RET0005040,ORD0009898,PRD0096,CUST011532,2024-10-05,Better Price Found,Full Refund,85.5,9.7,Fair,EMP0084
RET0005041,ORD0056435,PRD0154,CUST009705,2023-10-09,Better Price Found,Full Refund,396.88,9.65,Damaged,EMP0182
RET0005042,ORD0001368,PRD0059,CUST002541,2023-04-15,Duplicate Order,Full Refund,3896.23,13.53,Good,EMP0060
RET0005043,ORD0040352,PRD0234,CUST015868,2024-12-28,Late Delivery,Full Refund,1200.77,13.78,Good,EMP0057
RET0005044,ORD0053722,PRD0370,CUST010434,2024-09-29,Changed Mind,Partial Refund,1309.97,0.99,Like New,EMP0020
RET0005045,ORD0015259,PRD0453,CUST009299,2023-04-30,Changed Mind,Partial Refund,4926.59,6.29,Like New,EMP0122
RET0005046,ORD0031266,PRD0279,CUST001642,2024-02-16,Not As Described,Partial Refund,4235.66,4.94,Good,EMP0005
RET0005047,ORD0087969,PRD0381,CUST010495,2024-08-11,Changed Mind,Partial Refund,2536.03,1.91,Damaged,EMP0091
RET0005048,ORD0053444,PRD0193,CUST014528,2023-04-19,Damaged in Transit,Full Refund,2410.8,5.98,Good,EMP0018
RET0005049,ORD0081854,PRD0417,CUST003270,2023-12-26,Late Delivery,Full Refund,1894.67,9.8,Good,EMP0128
RET0005050,ORD0048945,PRD0300,CUST000927,2024-09-18,Damaged in Transit,Full Refund,1187.65,0.38,Good,EMP0176
RET0005051,ORD0080845,PRD0321,CUST018644,2023-04-08,Changed Mind,Exchange,296.22,10.21,Good,EMP0119
RET0005052,ORD0043859,PRD0137,CUST008383,2023-03-17,Better Price Found,Exchange,2276.3,1.4,Good,EMP0093
RET0005053,ORD0065721,PRD0139,CUST019298,2023-09-15,Changed Mind,Exchange,1110.23,1.17,Fair,EMP0162
RET0005054,ORD0026618,PRD0218,CUST002934,2024-03-25,Wrong Item Shipped,Exchange,1819.01,5.18,Good,EMP0072
RET0005055,ORD0040358,PRD0217,CUST007146,2023-10-13,Defective Product,Full Refund,900.0,11.54,Damaged,EMP0184
RET0005056,ORD0052572,PRD0286,CUST000105,2024-10-30,Wrong Item Shipped,Exchange,814.26,11.71,Good,EMP0038
RET0005057,ORD0047661,PRD0152,CUST016992,2024-12-30,Duplicate Order,Full Refund,63.54,11.88,Good,EMP0105
RET0005058,ORD0017922,PRD0280,CUST007355,2023-07-31,Duplicate Order,Partial Refund,439.29,6.85,Fair,EMP0068
RET0005059,ORD0042115,PRD0216,CUST016606,2024-06-03,Not As Described,Partial Refund,2033.38,4.97,Fair,EMP0018
RET0005060,ORD0095615,PRD0314,CUST011752,2024-10-22,Duplicate Order,Full Refund,930.93,1.03,Good,EMP0150
RET0005061,ORD0055013,PRD0264,CUST001745,2024-04-07,Duplicate Order,Exchange,4758.45,3.28,Like New,EMP0016
RET0005062,ORD0028433,PRD0298,CUST019542,2024-10-30,Changed Mind,Full Refund,6684.27,0.75,Fair,EMP0044
RET0005063,ORD0038863,PRD0465,CUST005213,2023-10-21,Damaged in Transit,Exchange,454.2,13.57,Fair,EMP0088
RET0005064,ORD0091437,PRD0374,CUST001541,2024-05-10,Wrong Item Shipped,Full Refund,1254.53,2.74,Fair,EMP0102
RET0005065,ORD0009144,PRD0125,CUST002460,2023-12-31,Better Price Found,Full Refund,230.5,5.14,Good,EMP0101
RET0005066,ORD0091535,PRD0270,CUST014147,2023-03-30,Damaged in Transit,Partial Refund,160.43,0.66,Poor,EMP0024
RET0005067,ORD0014377,PRD0320,CUST008960,2024-08-24,Damaged in Transit,Partial Refund,4851.13,0.23,Good,EMP0162
RET0005068,ORD0006456,PRD0250,CUST016139,2024-02-04,Changed Mind,Full Refund,1034.51,2.3,Good,EMP0134
RET0005069,ORD0098974,PRD0041,CUST000106,2023-05-11,Not As Described,Partial Refund,676.4,0.59,Good,EMP0193
RET0005070,ORD0046133,PRD0466,CUST002789,2024-01-31,Wrong Item Shipped,Exchange,2024.09,13.3,Good,EMP0100
RET0005071,ORD0039258,PRD0226,CUST006650,2023-10-18,Changed Mind,Full Refund,2567.03,11.12,Fair,EMP0061
RET0005072,ORD0008115,PRD0359,CUST008889,2023-07-02,Duplicate Order,Partial Refund,439.43,10.64,Fair,EMP0078
RET0005073,ORD0011761,PRD0274,CUST009615,2024-07-02,Late Delivery,Partial Refund,1460.26,0.09,Good,EMP0130
RET0005074,ORD0002823,PRD0324,CUST015832,2024-08-25,Damaged in Transit,Exchange,1805.85,10.92,Good,EMP0198
RET0005075,ORD0078597,PRD0284,CUST013608,2023-12-14,Defective Product,Exchange,1894.37,14.23,Like New,EMP0092
RET0005076,ORD0085461,PRD0277,CUST005768,2024-05-19,Wrong Item Shipped,Full Refund,4105.73,12.87,Good,EMP0054
RET0005077,ORD0057533,PRD0070,CUST004793,2023-05-04,Wrong Item Shipped,Exchange,4450.93,8.79,Fair,EMP0185
RET0005078,ORD0087406,PRD0242,CUST014594,2024-04-08,Better Price Found,Partial Refund,1650.46,2.65,Good,EMP0182
RET0005079,ORD0083095,PRD0123,CUST004199,2024-05-01,Defective Product,Exchange,3535.16,13.57,Good,EMP0189
RET0005080,ORD0094253,PRD0034,CUST013071,2024-03-02,Better Price Found,Full Refund,3359.1,0.57,Fair,EMP0110
RET0005081,ORD0041070,PRD0206,CUST009962,2024-08-30,Not As Described,Partial Refund,807.04,0.79,Good,EMP0200
RET0005082,ORD0093732,PRD0413,CUST012219,2023-11-02,Better Price Found,Exchange,1017.44,3.69,Good,EMP0130
RET0005083,ORD0073766,PRD0417,CUST000320,2024-03-18,Damaged in Transit,Exchange,684.17,3.22,Poor,EMP0053
RET0005084,ORD0019609,PRD0065,CUST001482,2023-10-29,Duplicate Order,Full Refund,415.12,0.85,Fair,EMP0114
RET0005085,ORD0020870,PRD0035,CUST000381,2023-12-23,Late Delivery,Partial Refund,2836.93,5.98,Poor,EMP0138
RET0005086,ORD0074393,PRD0403,CUST012312,2023-10-01,Not As Described,Exchange,183.04,10.22,Good,EMP0087
RET0005087,ORD0028355,PRD0088,CUST007794,2024-12-19,Wrong Item Shipped,Full Refund,1143.6,4.76,Good,EMP0021
RET0005088,ORD0080106,PRD0266,CUST006146,2024-09-28,Defective Product,Full Refund,716.79,11.86,Poor,EMP0180
RET0005089,ORD0039592,PRD0062,CUST007780,2024-05-25,Changed Mind,Full Refund,1352.98,4.6,Like New,EMP0194
RET0005090,ORD0061006,PRD0032,CUST002617,2023-03-19,Duplicate Order,Partial Refund,143.24,1.99,Good,EMP0108
RET0005091,ORD0073229,PRD0491,CUST003454,2023-02-12,Duplicate Order,Exchange,444.7,3.49,Fair,EMP0145
RET0005092,ORD0005639,PRD0082,CUST017116,2024-11-07,Late Delivery,Full Refund,1707.23,4.16,Damaged,EMP0084
RET0005093,ORD0024784,PRD0164,CUST017506,2024-07-15,Duplicate Order,Full Refund,1307.02,11.56,Like New,EMP0083
RET0005094,ORD0007796,PRD0466,CUST012048,2024-02-19,Better Price Found,Exchange,3766.67,0.64,Good,EMP0023
RET0005095,ORD0012662,PRD0145,CUST008953,2023-07-17,Late Delivery,Exchange,1210.5,12.25,Good,EMP0041
RET0005096,ORD0039401,PRD0144,CUST004161,2024-04-07,Damaged in Transit,Partial Refund,4628.02,14.81,Fair,EMP0002
RET0005097,ORD0036637,PRD0061,CUST018106,2024-11-02,Damaged in Transit,Partial Refund,2667.2,4.65,Like New,EMP0071
RET0005098,ORD0044753,PRD0368,CUST006314,2025-01-07,Defective Product,Full Refund,1140.18,5.98,Good,EMP0064
RET0005099,ORD0037607,PRD0144,CUST000698,2023-04-24,Defective Product,Full Refund,185.84,12.48,Fair,EMP0044
RET0005100,ORD0092007,PRD0056,CUST010027,2025-01-12,Better Price Found,Partial Refund,1495.91,12.48,Good,EMP0035
RET0005101,ORD0006622,PRD0312,CUST014699,2023-09-02,Changed Mind,Partial Refund,3500.73,6.2,Like New,EMP0154
RET0005102,ORD0026139,PRD0005,CUST002575,2024-05-30,Not As Described,Full Refund,2725.42,9.38,Like New,EMP0175
RET0005103,ORD0069786,PRD0220,CUST002031,2024-03-27,Late Delivery,Partial Refund,189.69,12.95,Good,EMP0153
RET0005104,ORD0057218,PRD0089,CUST008409,2023-04-14,Duplicate Order,Partial Refund,1555.98,8.7,Good,EMP0034
RET0005105,ORD0019249,PRD0006,CUST014783,2024-06-06,Duplicate Order,Partial Refund,343.44,2.43,Like New,EMP0156
RET0005106,ORD0000336,PRD0296,CUST002678,2023-01-19,Changed Mind,Partial Refund,226.76,9.17,Like New,EMP0155
RET0005107,ORD0020116,PRD0210,CUST007912,2023-02-07,Damaged in Transit,Exchange,6230.79,0.23,Poor,EMP0113
RET0005108,ORD0053588,PRD0434,CUST016030,2023-08-14,Late Delivery,Full Refund,1724.36,0.22,Good,EMP0160
RET0005109,ORD0066899,PRD0358,CUST011300,2024-08-18,Changed Mind,Partial Refund,1070.41,6.38,Good,EMP0163
RET0005110,ORD0065810,PRD0117,CUST016748,2024-03-03,Changed Mind,Partial Refund,591.37,4.49,Good,EMP0197
RET0005111,ORD0053472,PRD0064,CUST001330,2024-05-20,Changed Mind,Partial Refund,1039.71,0.93,Like New,EMP0119
RET0005112,ORD0051837,PRD0347,CUST013387,2023-04-15,Defective Product,Partial Refund,1362.55,2.15,Good,EMP0050
RET0005113,ORD0068186,PRD0047,CUST002069,2024-03-13,Not As Described,Partial Refund,968.97,4.96,Good,EMP0132
RET0005114,ORD0066813,PRD0493,CUST000558,2024-07-13,Defective Product,Full Refund,3318.62,4.41,Like New,EMP0157
RET0005115,ORD0042593,PRD0024,CUST007158,2023-01-25,Damaged in Transit,Partial Refund,566.52,8.01,Good,EMP0029
RET0005116,ORD0009470,PRD0225,CUST017342,2023-05-14,Duplicate Order,Partial Refund,6582.94,10.78,Damaged,EMP0065
RET0005117,ORD0012375,PRD0132,CUST010408,2024-07-23,Defective Product,Exchange,681.94,3.36,Poor,EMP0140
RET0005118,ORD0099381,PRD0374,CUST000935,2024-06-19,Not As Described,Partial Refund,3670.92,14.06,Good,EMP0181
RET0005119,ORD0012564,PRD0441,CUST002684,2023-04-04,Not As Described,Full Refund,144.3,10.04,Good,EMP0189
RET0005120,ORD0058607,PRD0227,CUST001936,2025-01-13,Wrong Item Shipped,Partial Refund,2411.18,7.43,Good,EMP0139
RET0005121,ORD0019634,PRD0212,CUST011076,2023-06-04,Better Price Found,Full Refund,138.33,0.5,Like New,EMP0100
RET0005122,ORD0072807,PRD0395,CUST013779,2023-06-29,Better Price Found,Full Refund,1630.3,10.98,Like New,EMP0176
RET0005123,ORD0022764,PRD0335,CUST018870,2025-01-06,Duplicate Order,Full Refund,671.16,14.44,Fair,EMP0130
RET0005124,ORD0013039,PRD0263,CUST016457,2024-06-28,Changed Mind,Partial Refund,218.02,2.98,Good,EMP0074
RET0005125,ORD0063862,PRD0244,CUST007843,2024-11-17,Not As Described,Full Refund,6633.0,13.42,Like New,EMP0080
RET0005126,ORD0066932,PRD0241,CUST004662,2024-03-30,Better Price Found,Full Refund,1455.87,14.96,Good,EMP0126
RET0005127,ORD0006564,PRD0020,CUST012226,2023-10-25,Wrong Item Shipped,Full Refund,2809.55,12.84,Good,EMP0056
RET0005128,ORD0034943,PRD0476,CUST018361,2023-10-13,Better Price Found,Partial Refund,2947.85,7.08,Like New,EMP0128
RET0005129,ORD0033321,PRD0175,CUST019154,2024-08-23,Late Delivery,Full Refund,1585.06,8.2,Poor,EMP0108
RET0005130,ORD0065524,PRD0167,CUST015713,2024-07-30,Defective Product,Exchange,1277.98,8.81,Good,EMP0160
RET0005131,ORD0060569,PRD0319,CUST008343,2023-03-20,Better Price Found,Full Refund,605.95,7.99,Good,EMP0096
RET0005132,ORD0089606,PRD0077,CUST016801,2023-08-05,Late Delivery,Partial Refund,4990.48,1.18,Fair,EMP0006
RET0005133,ORD0060471,PRD0170,CUST019531,2024-12-18,Damaged in Transit,Full Refund,43.1,0.72,Good,EMP0086
RET0005134,ORD0069644,PRD0077,CUST001796,2023-06-05,Late Delivery,Exchange,166.36,9.67,Like New,EMP0058
RET0005135,ORD0096594,PRD0122,CUST018487,2024-02-25,Changed Mind,Exchange,378.91,6.73,Like New,EMP0137
RET0005136,ORD0088714,PRD0498,CUST010654,2023-08-18,Better Price Found,Exchange,3501.39,3.24,Like New,EMP0065
RET0005137,ORD0045303,PRD0176,CUST013297,2023-05-24,Wrong Item Shipped,Partial Refund,726.82,0.01,Poor,EMP0188
RET0005138,ORD0003106,PRD0434,CUST013287,2023-02-16,Changed Mind,Exchange,4545.27,13.73,Good,EMP0150
RET0005139,ORD0036259,PRD0310,CUST015710,2024-12-20,Defective Product,Partial Refund,3020.74,2.66,Like New,EMP0116
RET0005140,ORD0098186,PRD0473,CUST016758,2024-04-09,Damaged in Transit,Full Refund,1579.58,11.98,Like New,EMP0039
RET0005141,ORD0024412,PRD0074,CUST003382,2023-12-22,Damaged in Transit,Exchange,1407.14,12.79,Good,EMP0033
RET0005142,ORD0033921,PRD0482,CUST015304,2025-01-26,Changed Mind,Partial Refund,1738.51,5.21,Like New,EMP0049
RET0005143,ORD0003826,PRD0388,CUST016332,2023-07-07,Changed Mind,Partial Refund,906.75,14.24,Damaged,EMP0015
RET0005144,ORD0004583,PRD0160,CUST014051,2023-03-14,Late Delivery,Full Refund,1007.26,14.97,Like New,EMP0099
RET0005145,ORD0079361,PRD0199,CUST010948,2023-11-30,Better Price Found,Exchange,241.05,0.89,Like New,EMP0125
RET0005146,ORD0054610,PRD0480,CUST002172,2024-09-06,Late Delivery,Full Refund,4602.15,8.86,Fair,EMP0008
RET0005147,ORD0095738,PRD0359,CUST003197,2024-10-22,Defective Product,Partial Refund,629.93,0.92,Good,EMP0121
RET0005148,ORD0008471,PRD0486,CUST004199,2024-03-27,Better Price Found,Partial Refund,738.14,7.72,Good,EMP0125
RET0005149,ORD0059857,PRD0101,CUST009976,2024-04-07,Late Delivery,Exchange,3487.62,3.03,Like New,EMP0025
RET0005150,ORD0070714,PRD0066,CUST001524,2023-07-22,Wrong Item Shipped,Partial Refund,415.91,8.84,Like New,EMP0191
RET0005151,ORD0098359,PRD0077,CUST017895,2024-07-11,Duplicate Order,Partial Refund,730.93,11.3,Good,EMP0100
RET0005152,ORD0091485,PRD0293,CUST016428,2024-03-27,Defective Product,Partial Refund,3957.05,9.77,Fair,EMP0030
RET0005153,ORD0010263,PRD0282,CUST019888,2024-03-03,Damaged in Transit,Partial Refund,304.1,11.71,Like New,EMP0060
RET0005154,ORD0036402,PRD0412,CUST019995,2023-02-21,Duplicate Order,Partial Refund,284.88,11.39,Good,EMP0180
RET0005155,ORD0001495,PRD0137,CUST006099,2024-09-20,Wrong Item Shipped,Full Refund,1477.73,8.81,Like New,EMP0166
RET0005156,ORD0011920,PRD0276,CUST005446,2023-06-05,Better Price Found,Partial Refund,311.78,11.13,Fair,EMP0018
RET0005157,ORD0076452,PRD0290,CUST002052,2023-12-31,Changed Mind,Exchange,3696.74,13.95,Damaged,EMP0064
RET0005158,ORD0054510,PRD0112,CUST016971,2023-08-25,Damaged in Transit,Partial Refund,453.71,1.21,Good,EMP0185
RET0005159,ORD0037397,PRD0336,CUST018148,2023-05-31,Duplicate Order,Partial Refund,2131.67,4.41,Good,EMP0064
RET0005160,ORD0016441,PRD0267,CUST005084,2024-07-30,Not As Described,Partial Refund,2078.52,3.16,Like New,EMP0054
RET0005161,ORD0090105,PRD0308,CUST014203,2023-06-15,Wrong Item Shipped,Partial Refund,1455.83,11.49,Fair,EMP0155
RET0005162,ORD0028504,PRD0320,CUST016522,2023-02-04,Late Delivery,Full Refund,3086.4,4.45,Fair,EMP0139
RET0005163,ORD0073019,PRD0467,CUST012665,2023-12-24,Wrong Item Shipped,Exchange,189.93,3.81,Poor,EMP0156
RET0005164,ORD0020427,PRD0215,CUST001574,2023-04-03,Defective Product,Full Refund,1665.41,6.21,Like New,EMP0111
RET0005165,ORD0025469,PRD0015,CUST008711,2023-06-20,Wrong Item Shipped,Exchange,1704.28,13.75,Poor,EMP0024
RET0005166,ORD0010559,PRD0490,CUST004059,2024-08-24,Defective Product,Full Refund,2926.71,3.38,Fair,EMP0121
RET0005167,ORD0079911,PRD0271,CUST017725,2024-04-07,Wrong Item Shipped,Partial Refund,527.78,7.66,Like New,EMP0019
RET0005168,ORD0077668,PRD0105,CUST011208,2023-02-01,Not As Described,Partial Refund,246.71,3.53,Fair,EMP0037
RET0005169,ORD0096045,PRD0004,CUST019852,2023-09-12,Changed Mind,Exchange,19.16,0.4,Fair,EMP0027
RET0005170,ORD0056917,PRD0100,CUST018898,2023-08-18,Damaged in Transit,Partial Refund,2883.35,3.88,Good,EMP0029
RET0005171,ORD0025094,PRD0160,CUST011550,2024-11-27,Changed Mind,Exchange,410.35,5.44,Good,EMP0163
RET0005172,ORD0018726,PRD0459,CUST003677,2023-11-27,Damaged in Transit,Exchange,13.67,6.12,Like New,EMP0133
RET0005173,ORD0055447,PRD0131,CUST006945,2024-06-23,Duplicate Order,Exchange,3154.62,2.28,Like New,EMP0133
RET0005174,ORD0014224,PRD0401,CUST018794,2023-04-30,Duplicate Order,Partial Refund,3325.42,2.64,Good,EMP0051
RET0005175,ORD0008842,PRD0055,CUST006089,2024-06-14,Duplicate Order,Partial Refund,4123.53,9.84,Like New,EMP0006
RET0005176,ORD0091852,PRD0086,CUST008395,2023-03-02,Changed Mind,Partial Refund,1342.79,7.02,Fair,EMP0071
RET0005177,ORD0016942,PRD0385,CUST008689,2023-03-06,Defective Product,Full Refund,520.61,9.41,Damaged,EMP0091
RET0005178,ORD0097240,PRD0105,CUST015225,2023-06-14,Changed Mind,Exchange,361.18,2.09,Good,EMP0193
RET0005179,ORD0097039,PRD0237,CUST007593,2023-06-05,Changed Mind,Partial Refund,519.26,12.69,Like New,EMP0093
RET0005180,ORD0003210,PRD0485,CUST009223,2023-08-17,Damaged in Transit,Full Refund,1948.47,12.67,Good,EMP0174
RET0005181,ORD0015916,PRD0199,CUST002360,2024-12-31,Not As Described,Partial Refund,3178.85,6.77,Good,EMP0135
RET0005182,ORD0050502,PRD0140,CUST019868,2024-10-13,Damaged in Transit,Partial Refund,3103.62,6.14,Fair,EMP0102
RET0005183,ORD0036032,PRD0116,CUST003450,2024-08-24,Better Price Found,Exchange,169.58,9.93,Good,EMP0085
RET0005184,ORD0045184,PRD0209,CUST001082,2023-06-20,Defective Product,Exchange,5415.93,3.02,Damaged,EMP0140
RET0005185,ORD0043736,PRD0091,CUST002650,2024-06-29,Better Price Found,Exchange,2136.46,1.83,Poor,EMP0200
RET0005186,ORD0033785,PRD0417,CUST006628,2023-05-21,Damaged in Transit,Exchange,2636.86,12.57,Fair,EMP0179
RET0005187,ORD0041814,PRD0064,CUST005493,2023-11-13,Duplicate Order,Partial Refund,424.67,12.4,Like New,EMP0043
RET0005188,ORD0010517,PRD0060,CUST000459,2024-11-30,Better Price Found,Full Refund,2672.74,3.56,Poor,EMP0113
